API_Gravity,GOR,Color,Crude_Type
35.11601557963631,1299.436679827003,dark,medium
13.270361277954876,986.5006296730634,medium,heavy
44.94314496427109,999.5028695872969,medium,heavy
46.83489602127253,1504.2304327972852,dark,light
12.44311839419455,1991.2090418317514,dark,heavy
21.07510592588815,1492.7587847740679,medium,medium
42.24805119172245,1336.6751260550373,dark,heavy
39.93038761534633,1595.9757653588692,medium,heavy
17.38084077425509,1197.8084184255772,medium,heavy
18.373972933468412,590.2135139011779,dark,heavy
24.81888411165528,1343.4452238168647,light,medium
29.380919407640853,1936.4379267580703,dark,heavy
34.73019086121184,762.9544135364895,light,heavy
24.756545582790896,1535.0073362309986,medium,heavy
28.501388645325918,801.4005329885847,medium,heavy
39.89883752535026,1303.741526709622,light,medium
11.467328115623916,645.0146744700794,medium,heavy
20.09747777376083,1175.5564043872778,light,medium
38.5339834353821,1634.244993342869,light,heavy
45.808273507487975,1021.3572863584731,medium,heavy
30.467097684626644,1497.367586730827,light,medium
31.284539410612627,1693.1749411845938,dark,heavy
14.286880453591042,1890.766729219179,dark,heavy
27.896494672938186,851.9631227831803,medium,heavy
31.304690658200926,1098.9738737139623,medium,medium
19.698820145389185,728.6240199956262,light,heavy
20.769729237975238,1988.7252532375628,light,heavy
25.091366524184906,1890.501451886443,light,heavy
10.802847911109055,1309.9356954208392,light,heavy
22.88316662332713,1763.0499415646318,dark,heavy
18.457920279861785,1281.4369659080633,dark,heavy
23.099894087116585,1435.3785320041395,medium,medium
14.790485272770049,633.6866481740249,light,heavy
45.6210912295958,1632.905630745212,light,light
33.743698142161946,691.5702254528522,medium,heavy
37.164092765779586,1739.1014453787925,light,heavy
41.56684954429353,1673.042131505579,light,light
29.93768795716229,1563.1170466144647,light,heavy
13.476811523496949,554.2405707871432,light,heavy
31.484261672741912,954.6925339179929,light,heavy
33.47364472083517,894.6688548662643,medium,heavy
39.8175789673732,1040.2046112072785,light,medium
27.266381849187177,631.4641201457578,medium,heavy
15.10321211182255,1905.4367345465942,light,heavy
21.351036231948978,1330.7033610685644,dark,medium
24.523291855945402,958.2864659870354,dark,heavy
35.836689653264045,1095.4722756114252,dark,medium
32.83113218675648,1170.8038107572534,dark,medium
24.24386903591385,1400.891500040926,medium,medium
49.460609951719185,1273.5191415447466,medium,heavy
34.230992774275485,1879.087959821626,light,heavy
19.48907166943978,1245.4452243587452,dark,heavy
14.07129890481615,1988.2370222349691,medium,heavy
16.11436556737328,1777.1374366176435,light,heavy
19.838309135380324,812.7657715360037,light,heavy
16.427254930382226,1895.8928219658744,medium,heavy
17.462680962052232,674.5495968282141,dark,heavy
21.403806747753883,1726.1745627367873,light,heavy
16.93494381179019,1070.93494021487,dark,heavy
45.870616985057005,1816.9614806676043,dark,light
13.209349826465688,1802.0850351611755,dark,heavy
30.980455582810187,1708.8881001764316,light,heavy
26.41587307958646,1685.045654460592,dark,heavy
49.29514467634426,957.0187086470612,light,heavy
14.481556086722094,621.3789245768783,dark,heavy
25.914223961829666,1104.4702681477422,light,medium
48.77881733101476,760.2867724797629,dark,heavy
44.62028503575921,1542.4266333536925,medium,light
42.6828828379712,1019.1495898066783,dark,heavy
20.316113081797592,1963.4153012898723,dark,heavy
16.835503495602634,1461.458116017998,light,heavy
36.74572879697724,1733.7208454515414,light,heavy
47.17503956510343,698.7870091127727,dark,heavy
32.27051572055719,1793.021723408934,medium,heavy
32.864507578795994,1884.1357857700914,medium,heavy
21.199163746411365,1230.5928782284038,light,medium
40.779717327677474,1409.379406626466,medium,heavy
17.481749942300937,1647.2147013544932,dark,heavy
22.947169456169746,762.2579408906188,light,heavy
27.017457544656672,1253.8491146951637,dark,medium
30.3044151473782,1097.9945416584696,light,medium
19.696389296603208,719.5609882433737,light,heavy
14.593472989568141,1051.3016334372971,light,heavy
34.4248016976653,602.2584640782403,light,heavy
21.54522212961023,538.7178604242305,medium,heavy
33.24952885690449,702.7494337322341,dark,heavy
16.174508610968093,1944.6726673837607,dark,heavy
29.2456040741927,1324.2943038425256,dark,medium
31.303577302063434,1948.7332417298298,light,heavy
12.072941472897076,1148.746817495198,medium,heavy
23.464171127756824,967.7241996278893,dark,heavy
15.37658707755897,1259.212794260366,medium,heavy
12.53499881891071,1159.2675329493652,light,heavy
49.59840929559781,658.4970263926159,dark,heavy
22.894153798988917,1461.2394720353095,medium,medium
42.3949778341854,824.0572737643994,light,heavy
20.185626190550554,1429.3819323467444,medium,medium
37.26010888895717,1475.30163859723,dark,medium
40.409114395587466,728.0372796929721,dark,heavy
33.82554962431377,592.0244406660022,light,heavy
28.863047542006335,1671.1423791026598,light,heavy
26.473636565890743,1189.7006356539803,light,medium
23.95473066171981,587.2456932582137,medium,heavy
47.18116576991304,1992.2994757546508,medium,light
43.22477631150917,586.6708414945499,medium,heavy
48.601076426660505,1542.5528432878298,light,light
14.971888939421788,1975.5183878951204,dark,heavy
39.23469900814577,858.7701563238884,dark,heavy
47.533618272841515,713.3740530307942,medium,heavy
17.249322646626407,682.0774091336433,medium,heavy
12.6598506946711,954.9127213513933,dark,heavy
39.64482597160236,651.56871651597,dark,heavy
32.978924527196476,1538.242012541198,medium,heavy
43.67315107033088,593.4376971950941,medium,heavy
15.59089506505158,1264.1331922246845,dark,heavy
41.81069247439561,1995.0452807794652,light,light
18.06509280190978,1720.9554042590282,medium,heavy
16.54623771462818,1422.8291573465162,dark,heavy
16.570631917239716,959.3804311799174,dark,heavy
42.58298880925528,1435.8437544374578,dark,heavy
36.607888827848,1290.5621958674774,dark,medium
30.922616990764773,1139.1250758355573,light,medium
24.3532193649401,696.0655651102992,dark,heavy
45.08802163252433,1829.9063228607001,medium,light
25.697804296905417,1174.6769732319838,light,medium
42.66397757886308,791.9337677311476,dark,heavy
27.565396342808736,1051.6390263159344,light,medium
25.077777176996303,1121.1946287933906,medium,medium
28.507191426784257,1741.3068433503115,dark,heavy
22.055114966565682,1600.4215708421032,medium,heavy
39.904375207050045,1653.9573404620096,dark,heavy
30.108815603699167,516.5468966429709,dark,heavy
19.28850780587269,1124.230997269642,dark,heavy
45.982982930982736,1222.0162274529853,dark,heavy
25.355648854928457,528.788415234585,dark,heavy
31.742114444559544,889.7198131175513,light,heavy
46.25888443858188,1640.4347346832026,dark,light
34.969519836559684,705.6645585934986,dark,heavy
14.675921628334564,1302.9651971788876,light,heavy
47.59328494453901,822.8028080258563,light,heavy
35.10832212285671,518.1811619658399,light,heavy
23.396224586283445,861.8021863993122,light,heavy
15.570882906535491,1963.8106323650807,light,heavy
41.76100757081184,1702.3056678244843,light,light
34.80291023714054,1939.36496648155,dark,heavy
31.33844367905286,1231.7810658895437,dark,medium
45.75570332203831,664.6042980162553,medium,heavy
41.54388844898123,1321.9392334605395,dark,heavy
16.06699518931005,1181.5660018399412,dark,heavy
22.46888271182193,1766.535624109424,light,heavy
19.93956559257863,647.123871176367,light,heavy
39.757851702907075,1232.3617055326672,dark,medium
11.341297389431176,725.0729970409764,medium,heavy
32.79558739485266,987.01389033509,light,heavy
40.49834742962762,1606.0356160816996,dark,light
45.07062547046998,1214.0271940531497,dark,heavy
23.683269948636298,1063.832427718654,medium,medium
42.850292186880516,1091.714417855053,medium,heavy
14.425269478208289,1189.17015260898,light,heavy
43.85809166938073,1677.5248157555852,medium,light
15.099546493279297,1838.1270334103517,dark,heavy
25.89149162241469,1933.0020297558924,dark,heavy
41.89181463118214,1680.3550793829427,medium,light
15.996697093950951,973.1103436220192,medium,heavy
19.17005580930566,1532.2020591298133,medium,heavy
38.89010273572265,1156.4046860830879,medium,medium
38.801461461842976,882.0059330690767,light,heavy
35.645905315411895,1761.3073691388838,medium,heavy
37.757937778684,557.6395234434875,light,heavy
31.708977733903847,1852.6429882031352,dark,heavy
20.07196235627811,1192.2161969371014,medium,medium
23.827839740156776,1455.8022152124206,light,medium
17.263908672057028,1489.0308833086742,medium,heavy
46.33802245334513,1842.6766110598046,dark,light
33.33567179064482,1455.004523250811,dark,medium
26.034056670545596,1420.9003771400926,dark,medium
28.480232145765306,599.9780608410349,medium,heavy
47.89133358447261,1277.6120329178061,medium,heavy
16.13405612464321,725.2535012255624,light,heavy
33.44919328067189,1606.1506530822285,dark,heavy
30.23554715537864,1268.3328812190116,medium,medium
34.45816941738592,1520.3416688125299,dark,heavy
10.72440735283362,562.5093509035764,dark,heavy
44.88495635776606,627.1880240687049,light,heavy
47.28473129934449,1574.4850820940235,light,light
32.60532734356836,608.1265039980101,light,heavy
37.86603295507569,606.8850916478879,light,heavy
46.89997524709183,518.1627128523312,dark,heavy
38.28954537253594,1934.7520974492202,light,heavy
16.101561716570455,1606.2625391885103,light,heavy
33.05153440667253,1029.8771127530963,light,medium
34.26860185531424,944.8033719314828,light,heavy
26.96522685209544,1024.5548446187745,dark,medium
39.45776942498891,1661.9802967717728,light,heavy
47.37468059076059,1492.0559166056216,dark,heavy
47.02274051627106,777.7933518012019,medium,heavy
28.033574856165284,761.1640030011265,dark,heavy
14.52952183363021,647.593474570096,dark,heavy
49.39364795849338,1490.4540795520072,light,heavy
43.555923457837366,1646.558993332604,medium,light
14.986507248130675,897.569642487506,medium,heavy
46.83367530469489,531.4174415463692,medium,heavy
44.79585448248513,623.257501214641,medium,heavy
30.753522285042884,1951.7900522675457,dark,heavy
33.65101742979717,943.1671662161305,medium,heavy
25.960108154805212,1653.8347217572004,dark,heavy
12.190465552881253,1436.9953532813956,dark,heavy
23.407889665836038,1072.9094594793437,dark,medium
42.114137943920454,808.5308932933326,medium,heavy
10.185280920184114,682.0796272391096,light,heavy
23.339966867645767,1422.5194520583,light,medium
25.926747743637733,1661.950670956682,medium,heavy
31.495824117516914,1465.856380311696,light,medium
46.79422465651042,1295.4531998737375,light,heavy
23.853839774638452,562.9268351474544,dark,heavy
23.87812807584911,1952.7331663915757,dark,heavy
39.500049924389934,1698.0712874818619,medium,heavy
28.088717635592285,939.2330550514471,medium,heavy
18.98419291759928,1969.955494038276,light,heavy
28.097580645307737,1402.8223844544832,dark,medium
15.634280815191994,1373.6339873108698,medium,heavy
17.055479460248932,1622.109769144298,medium,heavy
29.934710909579188,1717.6546821352063,medium,heavy
26.757017980181917,1484.717910997254,medium,medium
46.593836042724,692.1436195493001,medium,heavy
24.495755964665324,1007.4012589917476,medium,medium
33.22353401112174,1892.1254604890746,light,heavy
35.29057151678121,836.9234177657779,dark,heavy
10.523778263533345,1058.25053575627,dark,heavy
36.541494880668424,1148.115324416294,medium,medium
17.121438674790056,1159.1074845416783,dark,heavy
48.442812698778205,1419.4093737417884,dark,heavy
15.946509110124518,1914.6137566170614,dark,heavy
26.58496494908095,861.0390677487574,medium,heavy
13.413986723145754,682.2520644513771,medium,heavy
49.87497007383789,796.205734789906,dark,heavy
30.087800413249703,1830.3873503139043,dark,heavy
33.81540069280175,1468.716218982809,medium,medium
12.6830590955371,928.8601838587401,light,heavy
39.99841881596711,1723.9204084529258,dark,heavy
18.396223723823432,1792.054994545154,light,heavy
45.922171577628546,1769.7715080354171,dark,light
18.205585619280285,1878.3898004593316,light,heavy
17.627508826546663,878.3615302600424,light,heavy
11.461986713923796,1632.5628931194174,light,heavy
28.882677804399968,1190.80924591121,medium,medium
32.59364533050466,1762.9978293350923,light,heavy
12.628345577134095,1592.7360157424198,light,heavy
41.02110466780042,1664.6711697495869,light,light
28.131553389921105,1484.2427565216071,dark,medium
30.975610773103202,766.1431542045602,light,heavy
27.630509877529125,1317.5403783454076,dark,medium
26.03052243501304,1977.0046092867624,light,heavy
32.38561325232872,1906.0820997456783,light,heavy
16.2096098372285,564.7606036955175,medium,heavy
17.277125219810845,747.2222235941557,dark,heavy
44.47142484054069,697.5931601818429,light,heavy
47.84461848534531,1588.9698649779432,dark,light
24.932372651190118,1726.6779947854177,dark,heavy
20.82978692574215,820.2670494660078,medium,heavy
35.75998172956063,1258.7790394277436,medium,medium
26.349366843923857,1761.0545420168,medium,heavy
11.015454226413794,1599.2023171493759,medium,heavy
16.246103894647614,1313.3558082377724,medium,heavy
38.6388891538959,1385.5215356881595,medium,medium
36.356957676406054,1262.54082037442,medium,medium
11.08383970013934,946.3226769782309,medium,heavy
18.878886477317977,1347.5329892885243,light,heavy
19.242991863522857,1533.327953075136,dark,heavy
36.87570974394914,1809.9843737912115,medium,heavy
10.788421510174565,1454.437030968872,medium,heavy
14.164343279382955,1641.682305564737,dark,heavy
41.996643414927576,740.1074524318594,light,heavy
17.141786482173345,1192.3362116296848,dark,heavy
36.10984431407499,513.99742974064,dark,heavy
19.52731124186906,870.0182967824345,medium,heavy
13.977655710373806,1589.6925726695072,dark,heavy
19.726887639978163,1987.7149270240452,dark,heavy
38.89067727422636,648.7671493808239,medium,heavy
44.22785872425143,1102.2414737919325,medium,heavy
43.208794582679666,1700.1064530487392,medium,light
25.887341184738194,806.0534519433483,medium,heavy
36.723405462825845,1332.6274239534293,dark,medium
18.19937181663284,1599.6069440445121,dark,heavy
21.72590921044053,1423.9781753902685,light,medium
45.85343274084479,782.0371019231243,light,heavy
10.52007694042944,1033.076853028609,dark,heavy
13.420341234178723,1675.6876767280958,light,heavy
18.315450205841092,1331.339771198025,dark,heavy
11.061288154952788,507.84442031436913,light,heavy
17.257417403591894,1641.4861400421407,medium,heavy
33.32166243878768,552.9670324103586,light,heavy
26.856982023699917,1618.6006740968483,medium,heavy
45.706868443078996,803.7208402478561,medium,heavy
42.69774246953764,1937.1102201790702,medium,light
23.67269406791504,1051.9111269531268,medium,medium
20.3769373372517,990.3974245071187,light,heavy
25.187696326690677,723.332075498667,dark,heavy
33.611797700592305,958.4063232353224,medium,heavy
20.72254563291505,1814.976142742301,light,heavy
34.965956313965364,1994.501506440871,medium,heavy
26.376466087649618,1052.4642957602725,light,medium
32.08188723407921,1172.9159464318138,light,medium
27.445061165412667,1583.1064073041055,light,heavy
21.778630381676706,1829.2936706976118,dark,heavy
47.938132278486265,1389.5665012801762,light,heavy
40.54423176639043,1087.288547266744,light,heavy
15.604527030658101,1118.9327612729357,dark,heavy
44.73871903591651,1543.4272197452103,dark,light
29.497247929980546,504.827395406418,light,heavy
45.78208907576366,1429.384006189761,dark,heavy
41.99421023789261,1033.239515662036,medium,heavy
27.008540178769337,1691.2959969156263,medium,heavy
10.898772332804697,639.4859597346982,dark,heavy
20.747094375397843,1382.3034004225858,dark,medium
31.665368586434678,1221.4593348291855,light,medium
35.33912879304589,1463.488288857841,dark,medium
20.315507417328092,597.2803917244526,light,heavy
15.574242962912965,1369.975681142197,medium,heavy
43.39720947197196,1342.2268819392857,dark,heavy
49.37608722814208,1340.9901416242565,light,heavy
31.027607292107433,1405.2314998946822,light,medium
16.86717143393214,1514.7019058395433,medium,heavy
20.892293060774758,1707.4834995211547,dark,heavy
10.735627061898668,904.7310801923215,medium,heavy
46.57195226241996,1737.574115270093,light,light
14.710043315605645,1247.3835233951804,light,heavy
33.06065902057014,615.5874187014967,dark,heavy
20.96220882748824,587.8263938659688,light,heavy
32.167120100631735,1001.3574780440912,dark,medium
36.05681553407457,1677.3454656672013,medium,heavy
43.18967214828807,1561.5214021113736,dark,light
18.256850870424127,1682.9224470086097,dark,heavy
10.439833146339218,1275.903584662414,light,heavy
15.475425202752291,1160.2984969332358,light,heavy
46.0007456739242,721.1787900594259,dark,heavy
44.95560310250061,992.2891304139673,light,heavy
33.896524086812335,1151.0290492608128,light,medium
34.020674417346136,632.9006445194259,light,heavy
36.60146698185022,830.9179290668169,dark,heavy
17.014851144937985,1397.3379410956081,light,heavy
46.57647783699839,1603.4946713587847,dark,light
26.750820995682925,1997.5212670894246,light,heavy
25.325541129979896,1899.6699970153365,medium,heavy
30.7567082113135,1463.8477993027873,light,medium
11.878638671002202,1131.872079941108,light,heavy
16.651334750243176,1454.2660470623491,dark,heavy
39.52134465705482,1678.477427120348,dark,heavy
13.311946717005059,677.504286385081,light,heavy
34.12608437865553,1114.8573345444324,medium,medium
19.813964387252838,1759.7034284534259,light,heavy
25.571824561679062,1075.749427899566,light,medium
21.547749470827995,1357.8084068407798,medium,medium
24.226908658597964,1381.6540412932973,dark,medium
38.76183620736982,776.7143797004591,light,heavy
21.884868624927,1043.3531624784325,dark,medium
32.656185611875884,1001.7669331128982,dark,medium
29.042016087963987,539.2950627980972,medium,heavy
36.546846614505924,536.2876458370329,medium,heavy
47.47318957299032,1747.5455655136602,dark,light
39.30288388841001,909.6062149592186,light,heavy
18.59761514363027,1277.118149358223,dark,heavy
11.247325402451388,948.0883603831596,light,heavy
20.490561771993004,1911.0188676730108,light,heavy
33.803117228010194,888.9451382986606,medium,heavy
12.057032539370013,1144.4852191084026,light,heavy
29.854649888049455,1809.0953757269028,light,heavy
33.87371395667557,1762.900350187713,dark,heavy
23.369755632678434,779.152126769416,medium,heavy
40.836488149832874,1703.9649646935657,light,light
14.263930125350871,1187.2803301068388,light,heavy
13.00551126943235,1224.4533081280329,medium,heavy
39.12755024814413,700.2199586239157,dark,heavy
29.81965264824794,620.9022706356869,medium,heavy
37.536095857109444,1591.9089604606477,medium,heavy
27.39309354414985,1244.6917285329496,light,medium
19.856081329564272,1155.2760539227693,light,heavy
42.764092706967986,1594.2623429785951,dark,light
41.976635158759166,1648.2693484866645,light,light
37.78785883417707,738.3622515040304,light,heavy
20.885805489198507,1415.337724216462,medium,medium
33.609226674763484,703.0311234165283,light,heavy
24.43895587760107,1627.0626290435684,dark,heavy
13.663282933065366,1485.4327344007093,medium,heavy
46.692543018489715,1934.921931625187,dark,light
15.472745236758456,603.4370245346317,medium,heavy
48.0094941528321,585.5820817268815,light,heavy
27.84023091831823,923.2806120398002,medium,heavy
